文学,文学,日本文学,国語国文学,文芸学,国文学国語学,国文学,日本語日本文化学,文化史学,日本語・日本文化学類,日本語学,日本語・日本文学,日本語日本文学,英語文化学,英語英米文化学,中国語中国文化学,ヨーロッパ・アメリカ学,言語文化学,英語英米文学,日本文化学,ドイツ語圏文化学,フランス語圏文化学,グローバル英語学,日本文学文化学,英語文化コミュニケーション学,国際コミュニケーション学,ヨーロッパ文化学,日本・東アジア文化学,英語キャリア学,アジア言語学,グローバル地域文化学,メディア表現学,ヨーロッパ言語学,英語国際学,国際英語学
史学,史学,国史学,史学地理学,地理学,歴史学,文化財学,歴史文化学,歴史遺産学,歴史地理学,史学・文化財学
哲学,哲学,心理学類,美学美術史学,宗教学,宗学,仏教学,キリスト教学,神学,神道学,禅学,密教学,真宗学,人間心理学,芸術文化学,心理臨床学,総合心理科学,心理カウンセリング学,宗教文化学,心理コミュニケーション学,対人・社会心理学,多元心理学,心理科学
法学・政治学,法学類,法学,法律学,経営法学,政治学,国際関係学,国際政治学,企業法学,国際企業関係法学,地球環境法学,国際関係法学,現代法学,現代ビジネス法学,ビジネス法学,政治行政学,行政政策学類,国際ビジネス法学,政策学,法学政治学,経済学類,国際政策学,総合法律学,危機管理学,法律行政学
商学・経済学,商学,商業学,経済学類,経済学,経営学,産業経営学,産業経済学,経営経済学,国際経済学,貿易学,商業・貿易学,会計学,応用経済学,経営情報学,情報学,国際商学,国際経営学,流通学,経済情報学,経営工学,会計ファイナンス学,ファイナンス学,会計情報学,金融学,企業経営学,流通科学,経営システム学,地域システム学,流通情報学,現代経済学,経済・経営学,経済経営学,総合経済学,流通マーケティング学
社会学,社会学,新聞学,産業関係学,福祉学,産業社会学,観光学,福祉心理学,国際社会学,人間福祉学,保健福祉学,国際観光学,現代福祉学,コミュニケーション学,健康福祉学,福祉計画学,福祉臨床学,福祉社会学,コミュニティ福祉学,コミュニティ政策学,臨床福祉学,人間関係学,文化情報学,社会文化システム学,メディア・コミュニケーション学,メディアコミュニケーション学,社会心理学,人間文化学,福祉環境学,地球市民学,福祉コミュニティ学,環境デザイン学,人間社会学,福祉貢献学,マスコミュニケーション学
数学,数学類,数学,応用数学,情報学,情報数理学,数理科学,数理情報学,数学・情報数理学,現象数理学,システム数理学
物理学,物理学類,物理学,宇宙地球物理学,応用物理学,物理科学,物理・応用物理学
化学,化学類,化学,応用化学,基礎化学
生物,生物学,生物化学,動物学,生物学類,応用生物科学,生体制御学,生物分子科学,生物科学,生物資源学類,応用植物科学,くらしの生物学
地学,地球科学,地理学,地球学類,地球学,物質科学,地球システム科学,地球圏科学,地球惑星物質科学
機械工学,機械工学類,機械工学課程,機械工学,動力機械工学,精密工学,精密機械工学,交通機械工学,機械系学類,機械システム工学,生産工学,エネルギー機械工学,機械・精密システム工学,機械情報工学,機械知能工学,機械科学,知能機械工学,機械創造工学課程,機械創造工学,コンピュータ応用工学,システムデザイン工学,デザイン工学,機械知能・航空工学,機械学,ロボット工学,未来ロボティクス学,機械航空創造系学,機械機能工学,交通システム工学,機械電子制御工学,ロボット理工学,工学システム学類,機械・材料工学,機械理工学,機械・ロボット学
電気通信工学,電気学,電気工学,電気電子工学,通信工学,電子工学,電子機械工学,情報通信工学,情報工学,数理情報工学,電子・情報工学,電子情報システム学,電子情報学,電子情報工学,電気情報工学,電子システム工学,知能情報工学,情報システム工学,電気電子システム工学,電気電子システム学,知能情報システム工学,知能情報システム学,情報知能工学,電気電子情報工学,情報電子工学系学,情報電子工学,情報科学類,情報システム学,情報ネットワーク工学,情報ネットワーク学,電子情報システム工学,情報メディア工学,情報メディア学,応用情報工学,システム情報工学
土木建築工学,土木工学,建築工学,建築・設備工学,都市工学,環境建設工学,建設学,社会開発工学,土木環境工学,都市システム工学,社会環境工学,建築環境システム学,建築都市デザイン学,環境創造学,居住環境学,人間環境デザイン学,環境デザイン学,都市環境デザイン学,住環境デザイン学,建築・デザイン学,建築デザイン学,都市デザイン工学,都市環境工学,社会デザイン工学,建築・社会環境工学,都市環境学,都市創造工学,都市環境デザイン工学,都市建設工学,空間デザイン学,市民工学,建築社会基盤系学,ライフ・ウェルネス学,都市学,まちづくり学
応用化学,応用化学,環境化学,物質工学,化学システム工学,物質化学,応用化学工学,応用分子化学,化学生命工学,物質生命化学,物質応用化学,生物環境化学,先端材料工学,化学・バイオ工学,化学バイオ工学,生命工学,物質生命理工学,バイオ・応用化学,化学・物質工学,生命環境化学,環境応用化学,機能分子・生命化学,化学システム創成工学,生命・応用化学,生命応用化学,物質化学系学類,化学・材料学,高分子・有機材料工学
応用理学,応用物理学,物理工学,応用理工学類,理工学,基礎理工学,数理情報工学
経営工学,経営工学,経営システム工学,プロジェクトマネジメント学,経営情報学,システム情報工学,経営コミュニケーション学,マネジメント工学,情報システム創成学,経営ビジネス学
工芸学,住環境学,環境デザイン学,プロダクトデザイン学,総合デザイン学,住環境デザイン学,デザイン学
農学,農学,園芸学,応用生物科学,応用生物学,農業生産科学,緑地環境学,応用植物科学,造園科学,応用動物科学,バイオサイエンス学,緑地環境科学類,動物資源科学,資源生命科学,生命農学
農芸化学,農芸化学,食品学,生物資源科学,資源生物科学,応用生物化学,醸造科学,食品生命科学,食品生命学,植物生命科学
獣医学畜産学,獣医学類,獣医学,動物資源科学,動物科学,動物学,獣医保健看護学,共同獣医学
水産学,水産学,海洋生物資源学,海洋生物資源科学,海洋文明学,海洋生物学,海洋生物科学,海洋生命科学,海洋地球科学
医学,医学,医学類
歯学,歯学
薬学,薬学類,薬学,薬科学,医療薬学,生命薬科学,創薬科学類,創薬科学,生命創薬科学,健康生命薬科学,創製薬科学
看護学,看護学類,看護学,保健看護学,看護医療学
家政学,家政学,家政経済学,生活造形学,生活環境学,人間生活学,人間環境学,生活情報学,生活文化学,食物健康科学,居住環境学,居住空間デザイン学,生活デザイン学,家政保健学,メディアデザイン学,建築・デザイン学,建築・環境デザイン学,ライフデザイン学,食環境科学,生活文化デザイン学,生活マネジメント学,現代生活学,造形デザイン学
食物学,食物学,栄養学,食物栄養学,食品栄養学,食品学,食生活科学,栄養科学,食物栄養科学,健康栄養学類,医療栄養学,管理栄養学,実践栄養学,人間健康学,健康科学,食品生命科学,生命栄養科学,発酵食品学,食品安全健康学,食安全マネジメント学,フード・マネジメント学
被服学,被服学,服飾美術学,服飾学,生活デザイン学,国際ファッション文化学,ファッション造形学,ファッションクリエイション学,ファッション社会学
児童学,児童学,児童教育学
教育学,教育学類,教育学,学校教育学,心理教育学,人間形成学,人間発達学,教育科学,心理人間学,人間教育学,情報コミュニケーション学,児童教育学,初等教育学,児童幼児教育学,こども発達学,こどもコミュニケーション学,子ども支援学,子ども教育学
体育学,体育学,武道学,健康運動科学,運動科学,スポーツ健康科学,スポーツ健康学,健康科学,生涯スポーツ学,体育専門学群,競技スポーツ科学,競技スポーツ学,スポーツ・レジャーマネジメント学,スポーツ科学,スポーツ学,スポーツ教育学,健康・スポーツマネジメント学,スポーツ指導学,健康・スポーツ科学,健康スポーツ科学,スポーツコミュニケーション学,スポーツ医科学
美術,彫刻学,美術学,油絵学,造形学,歴史遺産学,美術・工芸学,芸術文化学,芸術学,デザイン学
デザイン,基礎デザイン学,デザイン学,視覚伝達デザイン学,工芸工業デザイン学,空間演出デザイン学,ビジュアルデザイン学,情報デザイン学,環境デザイン学,観光デザイン学,視覚デザイン学,デザイン工学,メディアデザイン学,プロダクトデザイン学,デザイン・造形学,デザイン芸術学,生活環境デザイン学,ソーシャルデザイン学
外国語学,フランス語学,フランス学,イタリア語学,ドイツ語学,ドイツ学,ロシア語学,ロシア学,スペイン語学,中国語学,中国学,国際英語学,英語学,イスパニア語学,イスパニア学,ポルトガル語学,外国語学,東アジア学,アジア学,スペイン・ラテンアメリカ学,英米学,英米語学,外国語コミュニケーション学,英語コミュニケーション学
外国語・外国語文学,英語英米文学,中国語中国文学,スペイン語スペイン文学,英語英文学,国際英語学
外国文学,英文学,フランス文学,英米文学,ドイツ文学,中国文学
国際学,国際学
国際教養学,国際教養学
生命科学,生命科学
心理学,心理学
人間科学,人間科学
国際文化学,国際文化学
臨床心理学,臨床心理学
理学療法学,理学療法学
健康栄養学,健康栄養学
学校教育教員養成課程,学校教育教員養成課程
総合政策学,総合政策学
作業療法学,作業療法学
リハビリテーション学,リハビリテーション学
建築学,建築学
現代社会学,現代社会学
情報科学,情報科学
社会福祉学,社会福祉学
